participant_id,transcript_id,question_ref,tag,severity,sentiment,quote,source_line_start,source_line_end,consolidated_tag
5,en_participant_0005,Q5,Broken Product Links,High,negative,"sometimes it doesn't work for me when I want to search or find a product to buy in Argentina. Many times it gives me links that lead nowhere or are not of the product I'm looking for, not even related.",22,22,Shopping And Recommendations
5,en_participant_0005,Q5,Wrong Yarn Substitute,High,negative,"the substitutes it gave me did not correspond to the thickness of yarn I needed to replace. For that reason, I feel it didn't work for me.",25,25,Accuracy And Hallucination Risk
5,en_participant_0005,Q5,Ignored User Clarification,High,negative,"I had clarified that please give me links to products that I could buy and it kept sending me the same links, so I feel it didn't work because of that.",25,25,Prompting And Instruction Quality
5,en_participant_0005,Q8,Proactive Prompt Improvement,High,mixed,"It would be nice if it could help me improve prompts without me having to ask. For example, if I'm in situations where I get frustrated because I ask for something and it doesn't deliver, it could help me understand how I should ask for it, so I also learn how to ask for things in the future. That's something I feel they don't do today.",35,35,Prompting And Instruction Quality
5,en_participant_0005,Q8,Preference Memory Desire,High,negative,"being able to solve things already knowing, without me having to explain every time what I want in repetitive tasks. For example, when translating something, that it already remembers that I speak Spanish and that I usually need translations into English.",37,37,Memory And Context Continuity
5,en_participant_0005,Q8,Travel Planning Unrealism,High,mixed,"it was a bit unrealistic in terms of the time we had and the things to visit. For example, in one day it expected us to go to six places, but the reality is that, being there, between the fatigue accumulating and there being many things to see, maybe you want to see something and stay a while watching it and not just see it and go to the next attraction.",39,39,Travel Planning
5,en_participant_0005,Q8,Availability Aware Suggestions,High,negative,"I would also have liked that, when we asked for ticket prices or hotel suggestions, it sent options with availability for those dates, because the suggestions it had were not available for the dates we had already given.",42,42,Access And Adoption
5,en_participant_0005,Q8,Travel Agent Analogy,Medium,neutral,"I feel it would have been good if it acted a bit like a travel agent. I'm not asking it to book the tickets or pay for them for me, just to give concrete options that are available and that the itinerary makes sense.",42,42,Travel Planning
5,en_participant_0005,Q8,Persistent Context Per Chat,High,mixed,"I think I would just like to be able to save, maybe, like prompts or have a chat for this and not forget what that chat is for. For example, a chat for translations, but never forget that it always has to translate from Spanish to English. A chat where I put ingredients and it gives me recipes, and I don't have to remind it why I'm giving it ingredients and what I need it to return.",45,45,Memory And Context Continuity
5,en_participant_0005,Q9,Email Summarization Integration,Medium,positive,"regarding emails, it could be useful to summarize some if they are long or pre-filter things by grouping emails of the same type.",49,49,Email Management
5,en_participant_0005,Q9,Photo Location Memory,Medium,positive,"when you take a photo, that it adds information, not just a description of an image, but maybe it would be good that, for example, if I was traveling, it tells me where I was, so I don't forget what building I saw, since after a while you might forget.",49,49,Memory And Context Continuity
5,en_participant_0005,Q9,Event Preparation Reminders,Medium,positive,"if my event is a medical exam, that before going, a few hours before or a day before, that can be customizable, it reminds me and gives me tips to go prepared. For example, remember to bring the latest medical studies.",49,49,Calendar And Scheduling
5,en_participant_0005,Q11,Language Comfort Advantage,Medium,positive,"I can choose in which language I feel more comfortable speaking, and that's much better. That's an advantage I see.",56,56,Usage And Adoption Patterns
5,en_participant_0005,Q11,Less Nervous With AI,High,mixed,"it worries me a little less because there is no one watching me and I feel less evaluated. In my personal case, I think it refers to that. But I miss a bit the warmth of talking to a person, being able to make a joke that they laugh, being able to see a little the face of the interviewer, which here I don't see.",59,59,Emotional Support And Reflection
50,en_participant_0050,Q4,Personal Research Interest,Medium,positive,I've used AI for personal tasks such as conducting my own research on hobbies or areas of interest.,16,16,Search And Research
50,en_participant_0050,Q4,Breaking Down Overwhelm,High,positive,"I've also used it to help my daughter create a project plan for cleaning her room this summer, a task that seemed very overwhelming and needed some help breaking it down into steps for her.",16,16,Time And Productivity
50,en_participant_0050,Q4,Writing Enhancement,Medium,positive,"Additionally, I've used it to help improve my own personal writing.",16,16,Content And Writing Support
50,en_participant_0050,Q4,AI-Powered Search Integration,Medium,neutral,"I also use AI a lot within other tools, as many search functionalities now incorporate AI into their own search apps. It's basically becoming a replacement for what used to be a global search, starting with some synthesis of key topics or key areas of interest, like gardening, for instance.",20,20,Search And Research
